,SCG5,ITGB4,GOLM1,TSHZ2
0,1.258513192635823,1.347629333823459,1.175381099457272,1.44505351197134
1,1.6367790213905458,0.5240820808188901,0.8232260663412304,1.0217753334295876
2,-0.5734909422590435,0.0072462506674456926,-0.27701470962502384,-0.6439591477107969
3,-0.9683535830963746,-1.509973334638749,-0.6559807864435546,-0.110688965085565
4,-0.293236878708864,-1.1788210279591136,-0.8996308893289222,-1.8850626012102363
5,-0.6389796955877461,-1.3770285546416634,-0.5464873255200641,-1.2934064214546088
6,-1.0058983714256111,-0.09416129125460362,-0.7242568190088797,-0.5766029977676835
7,0.1261007284821747,1.4169836727335703,1.4369327496497932,0.8552089980860061
8,1.5183425930939674,1.2355020052346855,1.268315029081491,1.0195359910594863
9,-0.02005639410608566,1.0569584644250078,1.712864689387205,1.2037821624112146
10,0.9127665989732896,1.457154840746452,1.7275209171849553,1.0783339568934618
11,1.8466821478918498,-0.43106279990180446,0.5000743153672496,0.2580394529907553
12,0.13695543331535198,-0.0738893758202338,2.178383856887667,0.5417682130172308
13,0.20807699121408008,-0.4243482472325998,-0.7838536850320628,-0.7075846433572546
14,1.4460522928813213,0.7200818939008069,0.667362132253913,0.8823363094748039
15,-2.006697958992596,-0.2350723078251654,-0.8938055412856374,-0.2950057358941119
16,1.180861706878526,0.7878030961260459,1.0630396648910405,0.12996212148790315
17,-0.5793557904047701,-0.0011591284180340184,-0.6226871568670139,-2.1796115325513354
18,-1.721325475698238,-1.107838124189126,-0.3320769064454386,-0.9301138111447173
19,1.8409649250438207,0.4602751785978156,0.46168129339891817,1.4178211425100171
20,-1.0941604123094153,-1.2699595582622047,-1.4002210039751948,-1.4350352708093188
21,-0.9322695031854228,-1.100858063768403,-1.099780788190988,-0.9915799458742666
22,0.6733508208401205,0.7331136445871376,0.8554834241897696,1.626877845183919
23,1.378135829727611,1.0674385751367663,-0.05830980697694553,-0.007477737623068856
24,0.2856222210193817,-0.2785395941602137,-0.7732411872194596,0.7727990647980899
25,0.1226381479300227,0.8034173564587628,0.5468798866116508,0.23450484946307273
26,-1.1691336920753381,-0.7916345334326504,-1.2076878291633595,-0.9911570091137129
27,0.11807256213242522,-0.40402777586375743,-0.4230173579558201,-0.33431892743395425
28,-0.866371619632239,-1.104783298710895,-1.2127963560178558,-0.8004547556741873
29,-0.2837919719209653,-0.8566439596302654,-0.9303676115319218,-0.25484492142412285
30,-1.0711541438412666,0.1469015228831278,-0.7267865303882245,-1.0739430034308106
31,0.9032099600495126,0.9781004640040833,1.0565693400407532,-0.001553917187536197
32,-0.9740926085635037,-0.34909075605991674,-0.6241289215206582,0.10094863890015256
33,-2.006697958992596,-0.8834837667408502,-1.5814855401139802,-1.585010457161643
34,-1.3111074750360718,-0.6807666204530581,-0.8889383961624572,-0.703993352939006
35,1.427151424821334,1.9891304664439564,1.7213303262874382,-0.32831346834901814
36,1.2335529720720577,-0.5316790692708998,0.29893139879941527,0.8893344725634966
37,1.5902111677067898,1.5018952226946223,1.3841425074888687,0.7823802066218315
38,2.2330219307826225,0.7387226925298812,1.313841736416571,1.202907958475345
39,-0.9265231863006231,-0.814564910912127,-1.6649252646851072,-1.868620697360342
40,-0.4424703927658428,-0.21985292902367837,-0.5198341229330504,-1.1229549015607618
41,0.8077685674141797,1.1341505864057293,0.9314976627678883,0.9624245135020008
42,1.6865822160951691,1.364077735450953,1.1908151457326661,0.6627622848010132
43,-1.2558925608728533,-1.2951599956351245,-0.8271600213998594,-0.8293587197232929
44,0.27369759513878944,0.3535635708433645,0.09702887267858883,0.9197128406588687
45,0.2864827271863632,0.5742755464470644,0.42683076815560805,0.9481578100978504
46,2.0194285894493107,0.7286187031019427,1.0560520813616967,0.9311497576995036
47,-0.5209945167312299,-1.2800066225570612,-0.8540302584554706,0.6590242653342231
48,0.6084675600032613,0.9984737675402657,1.3183677889892365,0.6598837600070407
49,0.4826302726608852,0.8815273905449135,0.6954920251511945,0.8363314175864507
50,0.8453032584102087,1.4531335856552943,2.1499278077146693,0.031027133410342495
51,1.370960920802695,1.1091713859504824,1.5276689820701408,0.0690239671008481
52,0.9083788435978484,1.7923730408706422,1.1516789622442816,1.2648095050434627
53,1.0398694365259464,0.7306394103392753,0.7396686633336349,1.2245323509203652
54,1.5208970812244278,0.8347420825106007,1.0217092146767084,0.7617971248784172
55,1.1762392422314167,0.9646205857901983,0.8210452997850638,0.5652913492213509
56,0.837247595307491,0.8573072509825194,1.5746243465027152,0.558828979536155
57,-0.9340592612121227,-1.4705666407959925,-0.9229834738850018,-1.2076943863916856
58,-1.10967954706858,-2.1118629221560883,-1.2272412455055997,-1.1012765277274719
59,1.1055539881954755,0.7636931237518313,1.157671511520757,0.9502295885900638
60,-1.3392071157655387,-0.6174872733364425,-1.451313278260417,-1.2453964275337843
61,0.5689370080253932,0.9674111233271167,1.1796349573024172,0.30075916284032406
62,1.5594818567710094,0.13269661628403592,0.8626179834805529,1.2292988108129204
63,-0.0935691818795805,-1.3866685205824125,0.22940444180657524,-0.2582840725356043
